Company,Day,Subject,Content
AgileJS,Day 3,Re: !company in Q4,"Hey !first_name,
Just give me a sign that you have a chance to review email I've sent you earlier this week.
We work with top-3% remote developers from Eastern Europe and South America. As the person in charge of the product team at !company, will you be interested in hiring talented UI and Node developers?
Let me know if you¡¯d like to explore more.
John Doe
Senior Project Manager  @ AgileJS"
Venture out NY,Day 0,Time To Connect,"Hey !first_name,
I¡¯m reaching out regarding VentureOut¡¯s 2nd Retail Innovation Access program in partnership with XRC Labs, the leading retail technology accelerator in NYC. It is a private week long program in December connecting founders of top retail startups from around the world with leaders in the retail and venture capital communities in NYC, including founders and VPs at top retail companies, venture capitalists focused on retail tech and other mentors and partners of XRC and VentureOut
We¡¯ve been researching top startups around the world and our team believes you would potentially be a great fit for our program. As such, we are inviting you to apply:  https://www.f6s.com/retailinnovationapril2017/apply (DEADLINE: March 31st).
Below I have included some more details on the program, VentureOut and XRC labs, as well is info on applying.
We look forward to seeing your application and potentially seeing you with us in New York City!
Best,
John Doe
Director of Business Development, VentureOut"
Venture out NY,Day 4,Re: Time To Connect,"Hey !first_name,
I am following up on the message below regarding our invite-only RetailTech program in partnership with XRC Labs. We look forward to seeing your application!
Best,
John Doe
Director of Business Development, VentureOut"
Venture out NY,Day 11,Re: Time To Connect,"Hey !first_name,
Just following up on the info below.  The applications for the Retail Tech program with XRC Labs are closing in November.  Take a look and let me know if you have any questions!
Best,
John Doe
Director of Business Development, VentureOut"
Venture out NY,Day 16,Re: Time To Connect,"Hey !first_name,
I am not sure if you saw any of my previous emails about our VentureOut RetailTech program but I wanted to reach back out...we only have a few spots left and our deadline is approaching.
Again, we would love to have you apply, here: https://www.f6s.com/ventureoutretaildecember2017
Below, I have included more information. We look forward to seeing your application and potentially seeing you with us!
Best,
John Doe
Director of Business Development, VentureOut"
Venture out NY,Day 18,Re: Time To Connect,"Hey !first_name,
I am following up again about VentureOut's FinTech program. We have interviewed a significant number of great companies and want to make sure to connect with you as well. Remember, our application deadline is fast approaching. Once you apply we can schedule an interview call. Link below. We look forward to seeing your application!
Best,
John Doe
Director of Business Development, VentureOut"
Venture out NY,Day 23,Time To Connect [URGENT],"Hey !first_name,
I have tried to reach you A LOT. Where¡¯s the love ?!?!
This is simple: we think you¡¯re a goddamn rockstar, we want to help you kick ass in NYC, you should apply. The deadline is almost here so this is your last chance (link below). Make it happen.
Best,
John Doe
Director of Business Development, VentureOut"
Boolean,Day 0,Feedback tool for !company_name,"Hi !first_name,
I found !company_name on Crunchbase. It looks like a great service to !main_function.
I have developed a survey tool which will give you plenty of customer feedback. Would you like to try it?
Thanks,
John Doe"
Boolean,Day 2,Re: Feedback tool for !company_name,"!first_name, just checking with you on this."
Boolean,Day 7,Re: Feedback tool for !company_name,"!first_name, looks like you don¡¯t need a survey tool. Don¡¯t worry I will not email you anymore.
You can see my survey tool at https://www.booleanapp.com. It is for sending single question surveys.
Thanks,
John Doe"
Yodel,Day 0,"Hello !first_name, I have a question about your Slack integrations","Hi !first_name,
Are you and your team avid Slack users? Are there some integrations that you wish you had? How would you like to get rid of your old phone system and run all your calls through Slack?  Sweet right...we thought so too.
I am John from Yodel, the first fully integrated phone system for Slack. We give you the ability to ditch your old phone system and give you your very own virtual receptionist, through Slack, that automatically routes phone calls to the right team member.
This makes incoming calls and customer service a synch.
Does this sound like something you¡¯d like to try for free? I¡¯d be happy to show you how it works or simply give you and your team access. If so, here is my calendar to book a time this week or next.
Sincerely,
John Doe
YodelTalk, Inc | www.yodel.io
2443 Fillmore St, San Francisco, CA 94115"
Yodel,Day 5,"Hello !first_name, circling around","Hi !first_name,
I didn¡¯t hear back from you last week when I was looking to connect in regards to integrating your Slack and phone system. Would you answer ¡°Yes¡± to most if not all of these questions?
- Is your phone system critical to your business?
- Does your team rely heavily on Slack?
- Do your employees need to constantly switch between applications when they are spending most of their time in Slack?
- Are you frustrated at the amount of software and hardware you pay for yet they don¡¯t collaborate together?
- Would it be helpful for you to have the ability to instantly jump on any call with one of your colleagues for customer support or sales training?
Let me know if Yodel sounds intriguing. I can set up a free trial for you so you and your team can test it out. Here is my calendar. Feel free to book a 15 minute chat this week or next and I can get it set up for you.
Sincerely,
John Doe
YodelTalk, Inc | www.yodel.io
2443 Fillmore St, San Francisco, CA 94115"
Yodel,Day 10,"!first_name, any feedback on this?","Hi !first_name,
Does this sound like you at all?
If you are like most business owners it¡¯s very difficult and frustrating to try to figure out what is the best combination of software and hardware to make your team it¡¯s most efficient. Especially when it comes to customer communication.
Yodel allows you to run your phone calls through Slack, preventing your employees from having to constantly switch systems, allowing you to get rid of your old office phone system, and increases the efficiency at which your team can accommodate the needs of your customers.
If you are willing to give me 15 minutes, I can show you how Yodel works with Slack and how you can easily test it with your team. Would you be open to a 15 min call this week?
If you are not interested or not the right person to speak to about this, just let me know.
- John
P.S.- We just flew out to San Francisco to meet with the Slack product team face to face. They told us they wanted to assure our customers that Slack fully supports Yodel and that they are excited to serve our new customers."
